Head-Tail,Category,Reference Location,Reference Entity,Target Location,Target Entity,High Cardinality,Hyperlocal Score,Reference Sentence,Target Sentence,Final Target Sentence,Common Questions,Correct Common Questions,No. of words deleted,No. of words inserted,No. of words substituted,Edit distance,"BLEU Score btw target and final target sentence (Column J,K)",Evaluation using corrected questions (GPT3.5) (1/0) 
US/Europe,Music band,US,Snarky Puppy,Kerala,Thaikkudam Bridge,Yes,2,"Snarky Puppy is an American jazz fusion band led by bassist Michael League. Founded in 2004, Snarky Puppy combines a variety of jazz idioms, rock, world music, and funk and has won five Grammy Awards.","Thaikkudam Bridge is a fusion band from Kerala, led by guitarist Govind Menon and vocalist Siddharth Menon. Founded in 2013, Thaikkudam Bridge combines a variety of music idioms, including rock, classical, folk, and blues, and has gained a massive following in India.","Thaikkudam Bridge is a multi-genre music band, led by vocalist Govind Vasantha. Founded in 2013, Thaikkudam Bridge combines a variety of Indian pop, heavy metal, Indian rock, Reggae and has won numerous Awards.","(i) Can you provide an example of a jazz fusion band?
 (ii) Which musical group is known for combining various styles such as jazz idioms, rock, world music, and funk?
 (iii) Do you know a multi-genre music band that was founded in the 2010s?
 (iv) Can you think of a band recognized for winning multiple awards and integrating different genres like Indian pop, heavy metal, Indian rock, and Reggae?","(i) Can you provide an example of a musical band?
 (ii) Can you think of a band recognized for winning multiple awards and integrating different genres? (iii) Name a fusion band.",10,1,13,24,0.299819038,
US/Europe,Music band,US,Nirvana,West Bengal,Chandrabindoo,Yes,2,"Nirvana was an American rock band formed in Aberdeen, Washington, in 1987. It released its first album, Bleach, for the independent record label Sub Pop in 1989.","Chandrabindoo was a popular Bangla band formed in Kolkata, West Bengal, in 1994. It released its first album, ""Chandrabindoo,"" for the independent record label Asha Audio in 1995. (Please note that I had to make some assumptions about the formation year and first album name of Chandrabindoo as this information was not provided in the reference entity sentence.)","Chandrabindoo is a bengali band formed in Kolkata, West Bengal, in 1994. It released its first album, ""Aar Jani na"" for the record label T-Series in 1997.","(i) Can you name a rock band that was formed in the late 1980s?
  (ii) Which American band released its first album on an independent record label?
  (iii) Can you mention a band that released its debut album after forming in the mid-1990s?
  (iv) Can you think of a Bengali band and their first album's name?",(i) Can you name a rock band? (ii) Which band released its first album on an independent record label?,33,2,5,40,0.2118553832,
Other,Music band,Uganda,Afrigo Band,India,Local Train,Yes,1,"The Afrigo Band is a Musical band in Uganda. It is the longest-lasting musical group in the history of Uganda, having existed for 44 years by August 2019. It is led by Moses Matovu.","This is an article about a Indian musical band. Local Train has been a mainstay in the Indian music scene, existing for 15 years as of August 2021. It is led by Raman Negi.",The Local Train is a Indian rock band. Local Train has existed for 15 years as of 2023. It is led by Paras Thakur.,"(i) What is an example of a musical group with a long history?
 (ii) Can you name a band that has been active for many years?
 (iii) Who leads the Afrigo Band, a musical group from Uganda?",(i) Can you provide an example of a musical band? (ii) Can you name a band that has been active for many years?,10,0,9,19,0.280682799,
US/Europe,Music director,US,Paul Williams,Kerala,Gopi Sundar,Yes,2,"Paul Hamilton Williams Jr. is an American composer, singer, song writer, and actor. He is known for writing and co-writing popular songs performed by a number of acts in the 1970s, including Three Dog Night's ""An Old Fashioned Love Song"" and ""Out in the Country"", Helen Reddy's ""You and Me Against the World"", Biff Rose's ""Fill Your Heart"", and the Carpenters' ""We've Only Just Begun"" and ""Rainy Days and Mondays"".","Gopi Sundar is a renowned Indian composer, singer, and music producer from Kerala. He is well-known for creating and co-creating popular songs performed by various artists in the Malayalam, Telugu, Tamil, and Kannada film industries, including ""Minnaminungu"" from the Malayalam movie ""Minnaminungu - The Firefly"", ""Jogakaana"" from the Telugu film ""Jogakanna"", ""Senthoora"" from the Tamil movie ""Kaashmora"", and ""Kaadaneeni"" from the Kannada film ""Ricky"".","Gopi Sundar is an Indian composer, singer, song writer, actor and programmer. He is well-known for creating and co-creating popular songs since 2003 ""Chundari Penne"",""Mazhaye Mazhaye"", Vijanathayil, ""Aethu Kari Raavilum"", Rasoolallah"", ""Pularikalo'.","(i) Who is an American composer and singer-songwriter?
 (ii) Can you name someone known for writing songs performed by various artists in the 1970s?
 (iii) Name an Indian composer who has been active since 2003.",(i) Mention a music director who is also a singer and songwriter? (ii) Can you name an individual who is known for creating and co-creating many popular songs?,32,0,17,49,0.1571331914,
US/Europe,Music director,US,Hans Zimmer,West Bengal,Anupam Roy,Yes,2,"Hans Florian Zimmer, born on 12 September 1957, is a German film score composer and music producer. He has won two Oscars and four Grammys and has been nominated for three Emmys and a Tony.","Anupam Roy, a prominent composer and singer from West Bengal, is known for his distinctive style of blending traditional Indian music with modern influences.","Anupam Roy, born on 29 March 1982, is an Indian singer-songwriter, music director, composer, guitarist. He has won National Film Awards and four Filmfare Awards and has been nominated for 61st Filmfare Award.","(i) Who is a film score composer and music producer born in Germany?
  (ii) Can you name an individual who has won multiple Grammys and Oscars for their work in film scores?
  (iii) Is there an Indian singer-songwriter who has also received recognition through National Film Awards and Filmfare Awards?",(i) Name a film score composer. (ii) Mention a composer who has also received recognition through numerous Awards?,0,9,21,30,1.88E-78,
US/Europe,National Park,US,Yellowstone National Park,West Bengal,Jaldapara National Park,Yes,2,"Yellowstone National Park is a national park located in the western United States, largely in the northwest corner of Wyoming and extending into Montana and Idaho. It was established by the 42nd U.S. Congress.","Jaldapara National Park is a national park located in the Indian state of West Bengal. Instead of being established by the 42nd U.S., it was established under the Wildlife Protection Act of 1972 in India, with an aim to protect the one-horned rhinoceros and other valuable wildlife species.","Jaldapara National Park is a national park located in the foothills of the Eastern Himalayas in Alipurduar District, mainly northern West Bengal.","(i) Can you name a national park situated in multiple states in the United States?
 (ii) What is Jaldapara National Park known to be located in?",(i) Can you name a national park? (ii) Can you name a national park which is in the northern part of the state?,26,0,9,35,0.1443688111,
Other,National Park,Oman,Jabal Samhan Nature Reserve,Uttarakhand,Jim Corbett National Park,yes,2,"Jabal Samhan Nature Reserve is a nature reserve in the area of Jabal Samḥān in Dhofar, Oman. It has an area of 4,500 square kilometres (1,700 sq mi) and has no permanent population. Being in the region of the Dhofar Mountains, it is one of the last refuges for wild Arabian leopards. Data suggests that around twenty Arabian leopards are left in the reserve.","Jim Corbett National Park is a nature reserve in the area of the Shivalik Hills in Uttarakhand, India. It has an area of approximately 520 square kilometers (200 sq mi) and has no permanent population. Being located in the biodiverse Indian subcontinent, it is one of the last refuges for the endangered Bengal tigers. Data suggests that around 250 Bengal tigers are left in the reserve.","Jim Corbett National Park is a national park in the Nainital district of Uttarakhand, India. It has an area of approximately 1,318 kmÂ². It is the refuge for the endangered Bengal tigers. Data suggests that around 252 Bengal tigers are left in the reserve.","(i) Can you name a nature reserve with wild animals?
 (ii) What is the size of Jim Corbett National Park?
 (iii) Approximately how many Arabian leopards are there in Jabal Samhan Nature Reserve?
 (iv) Which country is Jabal Samhan Nature Reserve located in?",(i) Can you name a place known for its conservation efforts aimed at preserving endangered wild animals? (ii) Name a place which is a refuge for an animal.,23,1,8,32,0.3669039265,
Other,National Park,South Korea,Jirisan National Park,Himachal Pradesh,Great Himalayan National Park,Yes,2,"Jirisan National Park is a national park in South Korea, located on the boundaries of Jeollanam-do, Jeollabuk-do, and Gyeongsangnam-do. It is also located bordering the towns of Namwon, Gurye, and Hamyang. Jirisan was the first park to be designated as a national park in South Korea, in 1967.","The Great Himalayan National Park is a national park located in Himachal Pradesh, India, on the boundaries of Kullu and Spiti districts. It is also located bordering the towns of Banjar, Sairopa, and Larji. The Great Himalayan National Park was the first park to be designated as a national park in Himachal Pradesh, in 1984.","The Great Himalayan National Park is a national park in India, located in Banjar sub-division of Kullu in the state of Himachal Pradesh. The Great Himalayan National Park took many years from inception to inauguration to be realized as part of the Indian national park system, in 1999.","(i) Can you name a national park that is the first one designated in its country?
 (ii) In which country would you find the Great Himalayan National Park?
 (iii) Name a national park located near the boundaries of multiple provinces or states.
 (iv) When was Jirisan National Park designated as a national park?",(i) Can you give a name of a National park?,13,6,17,36,0.2782088063,
Other,National Park,Oman,Ras al Jinz Turtle Reserve,Maharashtra,Velas Beach,No,2,"Ras Al Jinz or Ras al-Junayz, located in Ash-Sharqiyyah South Governorate, Oman, is the easternmost point of the Arabian Peninsula. It is a nesting site for green turtles, as also is the beach at the local village of Ras al Hadd. It is home to a well-known turtle reserve. Important archaeological discoveries have also been made at this site, demonstrating connections to the Indus Valley in ancient times.","Velas Beach, located in the state of Maharashtra, India, is a nesting site for olive ridley turtles. The beach at the local village of Velas, along with the nearby beach of Harihareshwar, serves as an important nesting ground for these endangered species. Velas Beach is also home to a well-known conservation effort dedicated to protecting and preserving these turtles. Archaeological studies of the area have revealed connections to ancient South Indian civilizations, showcasing its rich historical significance.","Velas Beach, located in the state of Maharashtra, India, is at the beginning of the UNESCO World Heritage Western Ghats. the beach is the nesting site for thousands of Olive Ridley turtles, who come here to lay their eggs, in the village of Velas. It is a well known turtle reserve. It hosts an annual Turtle Festival.","(i) Can you name a place that is known as a nesting site for green turtles?
 (ii) Is there a beach that is associated with important archaeological discoveries and connections to ancient civilizations?
 (iii) Where can one find a well-known turtle reserve?
 (iv) Can you think of a location having a connection to the Indus Valley in ancient times?
 
 For the second sentence:
 (i) Can you recall a beach that is known for hosting thousands of Olive Ridley turtles?
 (ii) Is there a place with an annual Turtle Festival near the Western Ghats?
 (iii) Where can one find Velas Beach, which hosts turtles during their nesting season?",(i) Can you name a place that is known as a nesting site for turtles? (ii) Can you name a turtle reserve?,20,0,40,60,0.1961307132,
Other,National Park,Iran,Golestan National Park,Rajasthan,Ranthambore National Park,Yes,2,"Golestan National Park, commonly known as the Golestan Jungle, is an Iranian National Park in Golestan Province, northeastern Iran.","Ranthambore National Park, commonly known as the Hunting Ground of the Maharajas, is a national park in Rajasthan, northwestern India.","Ranthambore National Park is an Indian national park in Swami Madhopur district, Rajasthan, northwestern India.","(i) Can you provide an example of a national park?
 (ii) What do you know about the Golestan Jungle or any other parks with similar characteristics?
 (iii) Is there a national park located in northeastern Iran or northwestern India?",(i) Can you provide an example of a national park?,5,0,9,14,0.2471782997,
Other,National Park,Japan,Fuji-Hakone-Izu National Park,Maharashtra,Sanjay Gandhi National Park,Yes,2,"Fuji-Hakone-Izu National Park is a national park in Yamanashi, Shizuoka, and Kanagawa Prefectures, and western Tokyo Metropolis, Japan. It consists of Mount Fuji, Fuji Five Lakes, Hakone, the Izu Peninsula, and the Izu Islands. Fuji-Hakone-Izu National Park covers 1,227 square kilometres.
  Rather than being a specific spot, the park is a collection of dispersed tourist sites that dot the region. The farthest point south, the isle of HachijÅ-jima, is several hundred kilometers from Mount Fuji.","Sanjay Gandhi National Park is a national park in Maharashtra, India. It is located in the northern part of Mumbai and covers an area of 104 square kilometers. Instead of being a specific spot, the park is a collection of dispersed tourist sites that include the ancient Kanheri caves and the historic Borivali National Park. The park is home to a rich and diverse range of flora and fauna, including several endangered species. The farthest point in the park from its main entrance is approximately 10 kilometers.","Sanjay Gandhi National Park is a national park in northern suburbs of Mumbai, Maharashtra, India. The park has two lakes, Vihar Lake and Tulsi Lake. It covers an area of 87 square kilometers. The park has several tourist sites that include the ancient Kanheri caves.","(i) Can you name a national park that consists of multiple dispersed tourist sites?
 (ii) What is the size of Sanjay Gandhi National Park in comparison to Fuji-Hakone-Izu National Park?
 (iii) Approximately how many square kilometers does Fuji-Hakone-Izu National Park cover?",(i) Can you name a national park that consists of multiple tourist sites? (ii) Can you name a national park that has lakes?,47,5,14,66,0.201123602,
US/Europe,Natural Calamity,US,Great Galvaston Storm,West Bengal,Aila,Yes,2,"The Great Galveston hurricane made landfall on September 8, 1900, near Galveston, Texas. The hurricane caused great loss of life, with a death toll of between 6,000 and 12,000 people","The cyclone named Aila hit the coast of West Bengal on May 25, 2009. The intense cyclonic storm caused significant damage and loss of life in the region, with a death toll estimated to be around 3,000 people. Please note that the numbers for Aila's death toll are lower than those of the Great Galveston Hurricane, but it still had a severe impact on the local communities in West Bengal.","The cyclone Aila hit on May 25, 2009 in the coast of West Bengal. The intense cyclonic storm caused significant damage and loss of life in the region, with a death toll estimated to be around 149 people in india.","(i) Can you provide an example of a hurricane that caused significant loss of life?
  (ii) When did a notable cyclone hit the coast of West Bengal?
  (iii) Name a natural disaster that occurred near Galveston, Texas before 1950.
  (iv) Can you recall a storm that had a high death toll in India during the last decade?",(i) Can you recall a storm that had a high death toll? (ii) Name a natural disaster that caused great loss of life and destruction.,35,5,2,42,0.352525684,
Other,Natural Calamity,Madagascar,Cyclone Enawo,Odisha,Cyclone Phailin,No,2,"Intense Tropical Cyclone Enawo was the strongest tropical cyclone of the 2016-17 South-West Indian Ocean cyclone season. Enawo was the strongest tropical cyclone to strike Madagascar since Gafilo in 2004, killing 78 people and causing $400 million in damages.","Intense Tropical Cyclone Phailin was the strongest tropical cyclone of the 2013 North Indian Ocean cyclone season. Phailin was the strongest tropical cyclone to strike Odisha since the 1999 Odisha cyclone, killing over 20 people and causing $4 billion in damages.
 Please note that I have changed the cyclone year and location and also adjusted the death toll and damages accordingly based on the information available for Cyclone Phailin in Odisha.","Intense Tropical Cyclone Phailin was the strongest tropical cyclone of the 2013 . Phailin was the strongest tropical cyclone to strike Odisha since the 1999 Odisha cyclone, killing over 46 people and causing US$4.26 billion in damages.","(i) Can you give an example of a strong tropical cyclone from any ocean?
 (ii) Which ocean had the strongest tropical cyclone of the 2013 season?
 (iii) What was the impact of the strongest tropical cyclone of the 2016-17 South-West Indian Ocean cyclone season in terms of lives lost and damages caused?","(i) Can you give an example of a tropical cyclone?
 (ii) Provide the name of one of the strongest tropical cyclones.",34,0,3,37,0.3330402171,
Other,Natural Calamity,"Kerman, Iran",Bam Earthquake,Gujarat,Bhuj Earthquake,No,2,"An earthquake struck the Kerman province of southeastern Iran at 01:56 UTC on December 26, 2003. The shock had a moment magnitude of 6.6 and a maximum Mercalli intensity of IX.","An earthquake struck the Bhuj region of Gujarat, India at approximately 08:46 AM local time on January 26, 2001. The shock had a moment magnitude of 7.7 and a maximum Mercalli intensity of X.
 
 Explanation:
 - The reference entity is the ""Bam Earthquake"" which occurred in Kerman, Iran, has been replaced with the target entity ""Bhuj Earthquake"", which occurred in Gujarat, India.
 - The time and date have also been adjusted to reflect when the Bhuj earthquake occurred (08:46 AM local time on January 26, 2001)
 - The magnitude of the shock has also been changed to 7.7 as it was the magnitude of Bhuj earthquake.
 - The maximum Mercalli intensity of X is used instead of IX because that was the maximum intensity reached by Bhuj earthquake.","An earthquake struck the Bhuj region of Gujarat, India at approximately 08:46 AM IST on January 26, 2001. The shock had a moment magnitude of 7.6 and a maximum Mercalli intensity of X.","(i) When did an earthquake with a moment magnitude of 6.6 occur?
 (ii) Which country experienced an earthquake with a maximum Mercalli intensity of X?
 (iii) Can you mention a location where two significant earthquakes have struck in the past?",(i) Can you mention a location where a significant earthquakes have struck in the past? (ii) Can you name a place where high intensity earthquake has occured?,95,0,2,97,0.04370073975,
Other,Natural Calamity,Japan,Typhoon Vera,Rameshwaram,Rameswaram cyclone,Yes,3,"Typhoon Vera, also known as the Isewan Typhoon, was an exceptionally intense tropical cyclone that struck Japan in September 1959, becoming the strongest and deadliest typhoon on record to make landfall on the country as a Category 5 equivalent storm.","Rameswaram cyclone, also known as the Great Cyclone of 1964, was an exceptionally intense tropical cyclone that struck Rameshwaram, India in December 1964, becoming the strongest and deadliest typhoon on record to make landfall on the Indian subcontinent as a Category 5 equivalent storm.","Rameswaram cyclone, also known as the Dhanushkodi cyclone, was an exceptionally intense tropical cyclone that struck Rameshwaram, India in December 1964, becoming one of the most powerful storms to ever strike India on record of Indian peninsula as a Category 5 equivalent storm.","(i) Can you provide an example of a very intense tropical cyclone that hit a country at full force?
 (ii) Tell me about a destructive typhoon that is known by two names.
 (iii) Name a severe tropical storm that became a record-breaking event for a nation it struck. |",(i) Can you provide an example of an exceptionally intense tropical cyclone? (ii) Is there any Category 5 equivalent storm example? (iii) Mention the name of one of the most powerful cyclones.,3,2,12,17,0.583936256,
US/Europe,News channel,New York,NY1,Kerala,Asianet News,Yes,2,"NY1 is an American cable news television channel founded by Time Warner Cable, which itself is owned by Charter Communications through its acquisition in May 2016.","Asianet News is a Indian news television channel founded by the Jupiter Media and Entertainment Ventures, which itself is based in Kerala.",Asianet News is an Indian news television channel founded by Dr. Raji Menon and it's a subsidiary of Jupiter Entertainment Ventures.,"(i) Can you name an American cable news television channel?
 (ii) Who are some of the founders of news television channels?
 (iii) Tell me about a subsidiary of a media company.",(i) Can you name a news television channel? (ii) Who are some of the founders of news television channels?,1,0,11,12,0.2904596473,
US/Europe,News channel,Los Angeles,KCBS-TV,Tamil Nadu,Sun TV,Yes,2,"KCBS-TV is a television station in Los Angeles, California, United States, serving as the West Coast flagship of the CBS network. It is owned and operated by the network's CBS News and Stations division alongside independent outlet KCAL-TV.","Sun TV is a television station in Tamil Nadu, India, serving as a leading Tamil language channel. It is owned and operated by the Sun Television Network, one of the largest media conglomerates in India.","Sun TV is a Tamil language television station in Chennai, Tamil Nadu, India, serving as the flagship channel of Sun TV Network. It is owned and operated by the Sun Group.","(i) Can you provide an example of a television station that is owned and operated by its network?
 (ii) Name a television station that shares its frequency with another independent station.
 (iii) Is there a television station operating in the United States that serves as a flagship for a major network?",(i) Can you provide an example of a television station? (ii) Name a television station that serves as a flagship for a major network.,9,5,6,20,0.4641123397,
US/Europe,News channel,Australia,Sky News,West Bengal,ABP Ananda,Yes,2,"Sky News Australia is an Australian conservative news channel owned by News Corp Australia. Originally launched on 19 February 1996, it broadcasts rolling news coverage throughout the day, while its prime time lineup is dedicated to opinion-based programs featuring a line-up of conservative commentators.","In West Bengal, ABP Ananda is a prominent news channel that is owned by the ABP Group. This channel offers news coverage in Bengali and is highly popular in the region. ABP Ananda provides rolling news coverage throughout the day, while its prime time lineup features opinion-based programs with a panel of commentators who express their views on various issues, based on their perspectives and analysis.","ABP Ananda is a Bengali news channel owned by the ABP Group. Originally launched on 1st June, 2005 as Star Ananda, it broadcasts comprehensive up-to-date news coverage from West Bengal along with other significant stories from the world throughout the day and its prime time lineup is dedicated to Indepth coverage of state news, youth related issues, updates on government policies, discussions on national and international news.","(i) Can you name a news channel owned by News Corp?
 (ii) Which Bengali news channel is owned by the ABP Group?
 (iii) Name an Australian news channel with a conservative viewpoint.
 (iv) Identify a news channel that broadcasts comprehensive news coverage in Bengali.",(i) Can you name a news channel?,7,8,37,52,0.1824500557,
Other,News channel,Dubai,CNN Arabic,Odisha,OTV,Yes,2,"Cable News Network Arabic is a news website located in Dubai launched on 19 January 2002. Part of the CNN network, it provides international news in the Arabic language, with continuous updates on regional and international developments.","The Oriya Television Network (OTV) is a news website located in Orissa, launched on a date different from 19 January 2002. As part of the larger OTV network, it offers international news in the Oriya language, with continuous updates on regional and international developments.","The Odisha TV (OTV) is a cable television station, located in Odisha, launched on 17 April 1997. It provides news in Odia language, it also has programmes related to art and culture, tourism, business amoung other things..","(i) Can you provide an example of a news website?
 (ii) Which television station is located in Odisha and offers content in the local language?
 (iii) Give me an instance of a news platform that forms part of a larger network?",(i) Can you name an entity which gives news in regional language? (ii) Can you give an example of news outlet?,8,1,27,36,0.1259018483,
Other,News channel,Japan,NHK World,India,DD News,Yes,1,"The Japan Broadcasting Corporation, also known as NHK, is a Japanese public broadcaster. NHK, which has always been known by this romanized initialism in Japanese, is a statutory corporation funded by viewers' payments of a television license fee.","The Indian public service broadcaster, known as DD News, is a significant media organization in India. DD News, which has been commonly referred to by this acronym domestically, is a statutory corporation funded through the payment of a television license fee.",DD News is an Indian public service broadcaster. DD News is funded by the Indian Government.,"(i) Can you provide an example of a public broadcaster?
 (ii) What is the funding source for NHK, the Japanese public broadcaster?
 (iii) Can you name an Indian public service broadcaster?",(i) Can you provide an example of a public broadcaster? (ii) Could you give an example of a news channel?,25,0,8,33,0.04916557342,
Other,News channel,UAE,Al Jazeera,India,WION News,Yes,1,"Al Jazeera Arabic is a Qatari state-owned Arabic-language news television network. It is based in Doha and operated by the Al Jazeera Media Network, which also operates Al Jazeera English.","WION News is an Indian state-owned English-language news television network. It is based in New Delhi and operated by the India News & Media Corporation Limited, which also operates several other news channels in different languages.","WION News is an Indian, owned by Essel Group, English-language news television channel. It is based in New Delhi and operated by the Zee Media, which also operates several other news channels in different languages.","(i) Can you provide an example of a state-owned news television network?
 (ii) Who are some of the companies operating news television channels in multiple languages?
 (iii) Is there an English-language news television channel based in New Delhi?",(i) Can you provide an example of a news television network? (ii) Can you give an example of news channel which is operated by a company which operates other news channels in different language?,4,3,3,10,0.6441267199,
US/Europe,News Channel,UK,BBC,India,Prasar Bharati,Yes,1,"The British Broadcasting Corporation is a British public service broadcaster headquartered at Broadcasting House in London, England.","The Indian public service broadcaster, Prasar Bharati, is headquartered at Prasar Bharati House in New Delhi, India.","Prasar Bharati is an Indian public service broadcaster headquartered in New Delhi, India.","(i) Can you name a public service broadcaster?
 (ii) What is the headquarters location for a broadcaster like the British Broadcasting Corporation or Prasar Bharati?
 (iii) Which country does Prasar Bharati broadcast from as a public service broadcaster?",(i) Can you name a public service broadcaster? (ii) Can you give an example of news channel which is headquartered in the capital of the country?,7,3,1,11,0.3694806344,
US/Europe,Online Game,US,Vice City,India,Ludo King,Yes,1,"Grand Theft Auto: Vice City is a 2002 action-adventure game developed by Rockstar North and published by Rockstar Games. It is the fourth main entry in the Grand Theft Auto series, following 2001's Grand Theft Auto III, and the sixth instalment overall.","Grand Theft Auto: Vice City is a 2002 action-adventure game developed by Rockstar North and published by Rockstar Games. It is the fourth main entry in the Grand Theft Auto series, following 2001's Grand Theft Auto III, and the sixth instalment overall.
 
 Localized version:
 Ludo King is a popular 2016 board game developed by Gamoapps and published by Naaka Games. It is the first mobile version of the classic board game Ludo, bringing the iconic experience to a new platform.
 
 Note: I am a text-based AI model and do not have personal experiences or opinions. The localized version sentence is created based on the information provided in the reference entity sentence and my understanding of the target entity.",Ludo King is a popular 2016 board game developed by Gametion Technologies Pvt Ltd. It is the first mobile version of the classic board game Ludo.,"(i) Which company published the game Grand Theft Auto: Vice City in 2002?
 (ii) Can you name a game that is the fourth main entry in a series, released in 2002?
 (iii) What is the first mobile version of a classic board game called, and which company developed it in 2016?",(i) Can you name a popular online game?,92,0,4,96,0.01916311933,
US/Europe,Online Game,UK,Fantasy Premier League,India,Dream11,Yes,1,"Fantasy Premier League (FPL) is the official free-to-play fantasy game of the English Premier League. With over 11 million players in 2023, it is the largest fantasy football game of any domestic football league.","Dream11 is the official free-to-play fantasy game of the Indian Premier League and other popular sports leagues in India. With over 100 million users in 2023, it is the largest fantasy gaming platform of any domestic sports league in the country.","Dream11 is official free-to-play fantasy game of the Indian Premier League and Indian Super League, . With over 200 million users in 2023, it is one of the largest fantasy gaming platform of any domestic sports in the country.","(i) Can you name a popular fantasy football game associated with a major league?
 (ii) Which fantasy gaming platform has a large user base in 2023?",(i) Can you name a popular fantasy game online? (ii) Can you name a free to play online game? (iii) Name one of the biggest online fantasy sport game.,4,2,5,11,0.5996481109,
US/Europe,Online Shopping,US,Amazon,India,Flipkart,No,1,"Amazon.com, Inc. is an American multinational technology company focusing on e-commerce, cloud computing, online advertising, digital streaming, and artificial intelligence.","Flipkart is an Indian multinational technology company primarily focused on e-commerce, with additional interests in cloud computing, online advertising, digital streaming, and artificial intelligence.","Flipkart Private Limited is an Indian multinational e=commerce company focused on online marketplace, technlogy and logistics.","(i) Can you give me an example of a company that operates in the e-commerce sector?
 (ii) What is one major global player in the technology industry with a focus on e-commerce?
 (iii) Name a well-known company offering online marketplace services.",(i) Can you give me an example of a company that operates in the e-commerce sector? (ii) Name a multinational compan.,10,2,4,16,0.103200656,
US/Europe,Place Name,Washington State,Seattle,Punjab,Chandigarh,Yes,2,"The Seattle Seahawks are a professional American football team based in Seattle. The Seahawks compete in the National Football League as a member club of the league's National Football Conference West, which they rejoined in 2002 as part of a conference realignment.","The Chandigarh Panthers are a professional American football team based in Chandigarh. The Panthers compete in the National Football League (NFL) as a member club of the league's American Football Conference South, which they joined in 2023 as part of a conference realignment.
 
 Note: I have created the name ""Chandigarh Panthers"" and assigned them to the NFL's AFC South division for the purpose of this localization example. Currently, there is no NFL team named Chandigarh Panthers or any other Indian city in the National Football League.","The Chandigarh football team is an Indian football team based in Chandigarh. The Chandigarh football team competes in the Santosh Trophy representing Chandigarh, atleast since 1983.","(i) What is an example of a professional American football team?
 (ii) Which conference does the Seattle Seahawks football team compete in?
 (iii) Can you name a football team that competes in the Santosh Trophy representing Chandigarh?",(i) What is an example of a professional football team? (ii) Could you name a football team which represents a city in the competition?,60,0,15,75,0.02385491159,
US/Europe,Place Name,Louisiana,New Orleans,Kerala,Thalassery,Yes,2,New Orleans is a consolidated city-parish located along the Mississippi River in the southeastern region of the U.S. state of Louisiana.,"Thalassery is a city located in the southern Indian state of Kerala, along the Malabar Coast in the northwestern region of the state. It does not form a consolidated city-parish like New Orleans in Louisiana. Instead, Thalassery is a municipal town within the Kannur district of Kerala.","Thalassery is a municipal town located along the Anjarakandi River in the northern part of the Indian state of Kerala, .","(i) Can you name a city that is also a parish in a southern state of the U.S.?
 (ii) What is an example of a municipal town situated near a river in India?",(i) What is an example of a city situated near a river? (ii) Can you name a city?,29,3,5,37,0.1037272746,
US/Europe,Place Name,England,Bath,Tamil Nadu,Thanjavur,Yes,2,"Bath is a city in the ceremonial county of Somerset, England, known for and named after its Roman-built baths. At the 2021 Census, the population was 94,092. Bath is in the valley of the River Avon, 97 miles (156 km) west of London and 11 miles (18 km) southeast of Bristol.","Thanjavur is a city in the South Indian state of Tamil Nadu, known for its historic temples and significant contributions to South Indian art and culture. The city is named after its old name, Tanjore, and was once the capital of the Chola Empire. At the 2021 Census, the population was approximately 269,745. Thanjavur is located in the valley of the Kaveri River, about 185 miles (300 km) southwest of Chennai and 39 miles (63 km) northeast of Tiruchirappalli.","Thanjavur is a city in the South Indian state of Tamil Nadu, known for its historic temples and significant contributions to South Indian art and culture. At the 2021 Census, the population was approximately 342,000. Thanjavur is located in the valley of the Kaveri River, approximately 210 miles (340 km) southwest of Chennai and approximately 35 miles (56 km) northeast of Tiruchirappalli.","(i) Can you name a city known for its historic sites?
 (ii) What is the population size of a city with significant historical attractions, as per the 2021 Census data?
 (iii) In which country would you find a city named Bath, famed for its Roman-built baths?",(i) Can you name a city known for its historic sites? (ii) Can you name a city which is located in the river valley?,18,1,6,25,0.5945587739,
US/Europe,Place Name,Colorado,Mesa Verde,Karnataka,Hampi,Yes,2,"Mesa Verde National Park is an American national park and UNESCO World Heritage Site located in Montezuma County, Colorado. The park protects some of the best-preserved Ancestral Puebloan archaeological sites in the United States.","Hampi, a UNESCO World Heritage Site and an Indian national monument, is located in the southern state of Karnataka. It protects and preserves the ruins of the Vijayanagara Empire, making it one of the most important historical sites in India.","Hampi is an Indian national monument and UNESCO World Heritage Site located in the Hampi (City), Ballari district now Vijayanagara district, Karnataka. It protects and preserves the ruins of the Vijayanagara Empire.","(i) Can you name a national park that is also a UNESCO World Heritage Site?
 (ii) Tell me about a place that preserves ancient archaeological sites?
 (iii) Where might one find information about the Vijayanagara Empire's remains?",(i) Can you name a place that is a UNESCO World Heritage Site? (ii) Name a place which is a world heritage site and it protects and preserves an important part of history.,12,4,12,28,0.3958843232,
